[19:05:42] Messen mit P=1 ...[INFO] Mi 02.07.2025 19:05:42 CEST → Läuft noch: N=1843200000, P=1
[INFO] Mi 02.07.2025 21:54:18 CEST → Läuft noch: N=1843200000, P=10
[INFO] Mi 02.07.2025 21:54:28 CEST → Läuft noch: N=1843200000, P=10
[INFO] Mi 02.07.2025 21:54:38 CEST → Läuft noch: N=1843200000, P=10
[INFO] Mi 02.07.2025 21:54:48 CEST → Läuft noch: N=1843200000, P=10
[INFO] Mi 02.07.2025 21:54:58 CEST → Läuft noch: N=1843200000, P=10
[INFO] Mi 02.07.2025 21:55:08 CEST → Läuft noch: N=1843200000, P=10
[INFO] Mi 02.07.2025 21:55:18 CEST → Läuft noch: N=1843200000, P=10
[INFO] Mi 02.07.2025 21:55:28 CEST → Läuft noch: N=1843200000, P=10
[INFO] Mi 02.07.2025 21:55:38 CEST → Läuft noch: N=1843200000, P=10
[INFO] Mi 02.07.2025 21:55:48 CEST → Läuft noch: N=1843200000, P=10
[INFO] Mi 02.07.2025 21:55:58 CEST → Läuft noch: N=1843200000, P=10
[INFO] Mi 02.07.2025 21:56:08 CEST → Läuft noch: N=1843200000, P=10
[INFO] Mi 02.07.2025 21:56:18 CEST → Läuft noch: N=1843200000, P=10
[INFO] Mi 02.07.2025 21:56:28 CEST → Läuft noch: N=1843200000, P=10
[INFO] Mi 02.07.2025 21:56:38 CEST → Läuft noch: N=1843200000, P=10
[INFO] Mi 02.07.2025 21:56:48 CEST → Läuft noch: N=1843200000, P=10
[INFO] Mi 02.07.2025 21:56:58 CEST → Läuft noch: N=1843200000, P=10
[INFO] Mi 02.07.2025 21:57:08 CEST → Läuft noch: N=1843200000, P=10
[INFO] Mi 02.07.2025 21:57:18 CEST → Läuft noch: N=1843200000, P=10
[INFO] Mi 02.07.2025 21:57:28 CEST → Läuft noch: N=1843200000, P=10
[INFO] Mi 02.07.2025 21:57:38 CEST → Läuft noch: N=1843200000, P=10
[INFO] Mi 02.07.2025 21:57:48 CEST → Läuft noch: N=1843200000, P=10
[INFO] Mi 02.07.2025 21:57:58 CEST → Läuft noch: N=1843200000, P=10
[INFO] Mi 02.07.2025 21:58:08 CEST → Läuft noch: N=1843200000, P=10
[INFO] Mi 02.07.2025 21:58:18 CEST → Läuft noch: N=1843200000, P=10
[INFO] Mi 02.07.2025 21:58:28 CEST → Läuft noch: N=1843200000, P=10
[INFO] Mi 02.07.2025 21:58:38 CEST → Läuft noch: N=1843200000, P=10
[INFO] Mi 02.07.2025 21:58:48 CEST → Läuft noch: N=1843200000, P=10
[INFO] Mi 02.07.2025 21:58:58 CEST → Läuft noch: N=1843200000, P=10
[INFO] Mi 02.07.2025 21:59:08 CEST → Läuft noch: N=1843200000, P=10
[INFO] Mi 02.07.2025 21:59:18 CEST → Läuft noch: N=1843200000, P=10
[INFO] Mi 02.07.2025 21:59:28 CEST → Läuft noch: N=1843200000, P=10
[INFO] Mi 02.07.2025 21:59:38 CEST → Läuft noch: N=1843200000, P=10
[INFO] Mi 02.07.2025 21:59:48 CEST → Läuft noch: N=1843200000, P=10
[INFO] Mi 02.07.2025 21:59:58 CEST → Läuft noch: N=1843200000, P=10
[INFO] Mi 02.07.2025 22:00:08 CEST → Läuft noch: N=1843200000, P=10
[INFO] Mi 02.07.2025 22:00:18 CEST → Läuft noch: N=1843200000, P=10
[INFO] Mi 02.07.2025 22:00:28 CEST → Läuft noch: N=1843200000, P=10
[INFO] Mi 02.07.2025 22:00:38 CEST → Läuft noch: N=1843200000, P=10
[INFO] Mi 02.07.2025 22:00:48 CEST → Läuft noch: N=1843200000, P=10
[INFO] Mi 02.07.2025 22:00:58 CEST → Läuft noch: N=1843200000, P=10
[INFO] Mi 02.07.2025 22:01:08 CEST → Läuft noch: N=1843200000, P=10
[INFO] Mi 02.07.2025 22:01:18 CEST → Läuft noch: N=1843200000, P=10
[INFO] Mi 02.07.2025 22:01:28 CEST → Läuft noch: N=1843200000, P=10
[INFO] Mi 02.07.2025 22:01:38 CEST → Läuft noch: N=1843200000, P=10
[INFO] Mi 02.07.2025 22:01:48 CEST → Läuft noch: N=1843200000, P=10
[INFO] Mi 02.07.2025 22:01:58 CEST → Läuft noch: N=1843200000, P=10
[INFO] Mi 02.07.2025 22:02:08 CEST → Läuft noch: N=1843200000, P=10
[INFO] Mi 02.07.2025 22:02:18 CEST → Läuft noch: N=1843200000, P=10
[INFO] Mi 02.07.2025 22:02:28 CEST → Läuft noch: N=1843200000, P=10
[INFO] Mi 02.07.2025 22:02:38 CEST → Läuft noch: N=1843200000, P=10
[INFO] Mi 02.07.2025 22:02:48 CEST → Läuft noch: N=1843200000, P=10
[INFO] Mi 02.07.2025 22:02:58 CEST → Läuft noch: N=1843200000, P=10
[INFO] Mi 02.07.2025 22:03:08 CEST → Läuft noch: N=1843200000, P=10
[INFO] Mi 02.07.2025 22:03:18 CEST → Läuft noch: N=1843200000, P=10
[INFO] Mi 02.07.2025 22:03:28 CEST → Läuft noch: N=1843200000, P=10
[INFO] Mi 02.07.2025 22:03:38 CEST → Läuft noch: N=1843200000, P=10
[INFO] Mi 02.07.2025 22:03:48 CEST → Läuft noch: N=1843200000, P=10
[INFO] Mi 02.07.2025 22:03:58 CEST → Läuft noch: N=1843200000, P=10
[INFO] Mi 02.07.2025 22:04:08 CEST → Läuft noch: N=1843200000, P=10
[INFO] Mi 02.07.2025 22:04:19 CEST → Läuft noch: N=1843200000, P=10
[INFO] Mi 02.07.2025 22:04:29 CEST → Läuft noch: N=1843200000, P=10
[INFO] Mi 02.07.2025 22:04:39 CEST → Läuft noch: N=1843200000, P=10
[INFO] Mi 02.07.2025 22:04:49 CEST → Läuft noch: N=1843200000, P=10
[INFO] Mi 02.07.2025 22:04:59 CEST → Läuft noch: N=1843200000, P=10
[INFO] Mi 02.07.2025 22:05:09 CEST → Läuft noch: N=1843200000, P=10
[INFO] Mi 02.07.2025 22:05:19 CEST → Läuft noch: N=1843200000, P=10
[INFO] Mi 02.07.2025 22:05:29 CEST → Läuft noch: N=1843200000, P=10
[INFO] Mi 02.07.2025 22:05:39 CEST → Läuft noch: N=1843200000, P=10
[INFO] Mi 02.07.2025 22:05:49 CEST → Läuft noch: N=1843200000, P=10
[INFO] Mi 02.07.2025 22:05:59 CEST → Läuft noch: N=1843200000, P=10
[INFO] Mi 02.07.2025 22:06:09 CEST → Läuft noch: N=1843200000, P=10
[INFO] Mi 02.07.2025 22:06:19 CEST → Läuft noch: N=1843200000, P=10
[INFO] Mi 02.07.2025 22:06:29 CEST → Läuft noch: N=1843200000, P=10
[INFO] Mi 02.07.2025 22:06:39 CEST → Läuft noch: N=1843200000, P=10
[INFO] Mi 02.07.2025 22:06:49 CEST → Läuft noch: N=1843200000, P=10
[INFO] Mi 02.07.2025 22:06:59 CEST → Läuft noch: N=1843200000, P=10
[22:07:00] P=10 done
[22:07:00] Messen mit P=11 ...[INFO] Mi 02.07.2025 22:07:09 CEST → Läuft noch: N=1843200000, P=11
[INFO] Mi 02.07.2025 22:07:19 CEST → Läuft noch: N=1843200000, P=11
[INFO] Mi 02.07.2025 22:07:29 CEST → Läuft noch: N=1843200000, P=11
[INFO] Mi 02.07.2025 22:07:39 CEST → Läuft noch: N=1843200000, P=11
[INFO] Mi 02.07.2025 22:07:49 CEST → Läuft noch: N=1843200000, P=11
[INFO] Mi 02.07.2025 22:07:59 CEST → Läuft noch: N=1843200000, P=11
[INFO] Mi 02.07.2025 22:08:09 CEST → Läuft noch: N=1843200000, P=11
[INFO] Mi 02.07.2025 22:08:19 CEST → Läuft noch: N=1843200000, P=11
[INFO] Mi 02.07.2025 22:08:29 CEST → Läuft noch: N=1843200000, P=11
[INFO] Mi 02.07.2025 22:08:39 CEST → Läuft noch: N=1843200000, P=11
[INFO] Mi 02.07.2025 22:08:49 CEST → Läuft noch: N=1843200000, P=11
[INFO] Mi 02.07.2025 22:08:59 CEST → Läuft noch: N=1843200000, P=11
[INFO] Mi 02.07.2025 22:09:09 CEST → Läuft noch: N=1843200000, P=11
[INFO] Mi 02.07.2025 22:09:19 CEST → Läuft noch: N=1843200000, P=11
[INFO] Mi 02.07.2025 22:09:29 CEST → Läuft noch: N=1843200000, P=11
[INFO] Mi 02.07.2025 22:09:39 CEST → Läuft noch: N=1843200000, P=11
[INFO] Mi 02.07.2025 22:09:49 CEST → Läuft noch: N=1843200000, P=11
[INFO] Mi 02.07.2025 22:09:59 CEST → Läuft noch: N=1843200000, P=11
[INFO] Mi 02.07.2025 22:10:09 CEST → Läuft noch: N=1843200000, P=11
[INFO] Mi 02.07.2025 22:10:19 CEST → Läuft noch: N=1843200000, P=11
[INFO] Mi 02.07.2025 22:10:29 CEST → Läuft noch: N=1843200000, P=11
[INFO] Mi 02.07.2025 22:10:39 CEST → Läuft noch: N=1843200000, P=11
[INFO] Mi 02.07.2025 22:10:49 CEST → Läuft noch: N=1843200000, P=11
[INFO] Mi 02.07.2025 22:10:59 CEST → Läuft noch: N=1843200000, P=11
[INFO] Mi 02.07.2025 22:11:09 CEST → Läuft noch: N=1843200000, P=11
[INFO] Mi 02.07.2025 22:11:19 CEST → Läuft noch: N=1843200000, P=11
[INFO] Mi 02.07.2025 22:11:29 CEST → Läuft noch: N=1843200000, P=11
[INFO] Mi 02.07.2025 22:11:39 CEST → Läuft noch: N=1843200000, P=11
[INFO] Mi 02.07.2025 22:11:49 CEST → Läuft noch: N=1843200000, P=11
[INFO] Mi 02.07.2025 22:11:59 CEST → Läuft noch: N=1843200000, P=11
[INFO] Mi 02.07.2025 22:12:09 CEST → Läuft noch: N=1843200000, P=11
[INFO] Mi 02.07.2025 22:12:19 CEST → Läuft noch: N=1843200000, P=11
[INFO] Mi 02.07.2025 22:12:29 CEST → Läuft noch: N=1843200000, P=11
[INFO] Mi 02.07.2025 22:12:39 CEST → Läuft noch: N=1843200000, P=11
[INFO] Mi 02.07.2025 22:12:49 CEST → Läuft noch: N=1843200000, P=11
[INFO] Mi 02.07.2025 22:12:59 CEST → Läuft noch: N=1843200000, P=11
[INFO] Mi 02.07.2025 22:13:09 CEST → Läuft noch: N=1843200000, P=11
[INFO] Mi 02.07.2025 22:13:19 CEST → Läuft noch: N=1843200000, P=11
[INFO] Mi 02.07.2025 22:13:29 CEST → Läuft noch: N=1843200000, P=11
[INFO] Mi 02.07.2025 22:13:39 CEST → Läuft noch: N=1843200000, P=11
[INFO] Mi 02.07.2025 22:13:49 CEST → Läuft noch: N=1843200000, P=11
[INFO] Mi 02.07.2025 22:13:59 CEST → Läuft noch: N=1843200000, P=11
[INFO] Mi 02.07.2025 22:14:09 CEST → Läuft noch: N=1843200000, P=11
[INFO] Mi 02.07.2025 22:14:19 CEST → Läuft noch: N=1843200000, P=11
[INFO] Mi 02.07.2025 22:14:29 CEST → Läuft noch: N=1843200000, P=11
[INFO] Mi 02.07.2025 22:14:39 CEST → Läuft noch: N=1843200000, P=11
[INFO] Mi 02.07.2025 22:14:49 CEST → Läuft noch: N=1843200000, P=11
[INFO] Mi 02.07.2025 22:14:59 CEST → Läuft noch: N=1843200000, P=11
[INFO] Mi 02.07.2025 22:15:09 CEST → Läuft noch: N=1843200000, P=11
[INFO] Mi 02.07.2025 22:15:19 CEST → Läuft noch: N=1843200000, P=11
[INFO] Mi 02.07.2025 22:15:29 CEST → Läuft noch: N=1843200000, P=11
[INFO] Mi 02.07.2025 22:15:39 CEST → Läuft noch: N=1843200000, P=11
[INFO] Mi 02.07.2025 22:15:49 CEST → Läuft noch: N=1843200000, P=11
[INFO] Mi 02.07.2025 22:15:59 CEST → Läuft noch: N=1843200000, P=11
[INFO] Mi 02.07.2025 22:16:09 CEST → Läuft noch: N=1843200000, P=11
[INFO] Mi 02.07.2025 22:16:19 CEST → Läuft noch: N=1843200000, P=11
[INFO] Mi 02.07.2025 22:16:29 CEST → Läuft noch: N=1843200000, P=11
[INFO] Mi 02.07.2025 22:16:39 CEST → Läuft noch: N=1843200000, P=11
[INFO] Mi 02.07.2025 22:16:49 CEST → Läuft noch: N=1843200000, P=11
[INFO] Mi 02.07.2025 22:16:59 CEST → Läuft noch: N=1843200000, P=11
[INFO] Mi 02.07.2025 22:17:09 CEST → Läuft noch: N=1843200000, P=11
[INFO] Mi 02.07.2025 22:17:19 CEST → Läuft noch: N=1843200000, P=11
[INFO] Mi 02.07.2025 22:17:29 CEST → Läuft noch: N=1843200000, P=11
[INFO] Mi 02.07.2025 22:17:39 CEST → Läuft noch: N=1843200000, P=11
[INFO] Mi 02.07.2025 22:17:49 CEST → Läuft noch: N=1843200000, P=11
[INFO] Mi 02.07.2025 22:17:59 CEST → Läuft noch: N=1843200000, P=11
[INFO] Mi 02.07.2025 22:18:09 CEST → Läuft noch: N=1843200000, P=11
[INFO] Mi 02.07.2025 22:18:19 CEST → Läuft noch: N=1843200000, P=11
[INFO] Mi 02.07.2025 22:18:29 CEST → Läuft noch: N=1843200000, P=11
[INFO] Mi 02.07.2025 22:18:39 CEST → Läuft noch: N=1843200000, P=11
[INFO] Mi 02.07.2025 22:18:49 CEST → Läuft noch: N=1843200000, P=11
[INFO] Mi 02.07.2025 22:18:59 CEST → Läuft noch: N=1843200000, P=11
[INFO] Mi 02.07.2025 22:19:09 CEST → Läuft noch: N=1843200000, P=11
[INFO] Mi 02.07.2025 22:19:19 CEST → Läuft noch: N=1843200000, P=11
[INFO] Mi 02.07.2025 22:19:29 CEST → Läuft noch: N=1843200000, P=11
[INFO] Mi 02.07.2025 22:19:39 CEST → Läuft noch: N=1843200000, P=11
[INFO] Mi 02.07.2025 22:19:49 CEST → Läuft noch: N=1843200000, P=11
[INFO] Mi 02.07.2025 22:19:59 CEST → Läuft noch: N=1843200000, P=11
[INFO] Mi 02.07.2025 22:20:09 CEST → Läuft noch: N=1843200000, P=11
[INFO] Mi 02.07.2025 22:20:19 CEST → Läuft noch: N=1843200000, P=11
[INFO] Mi 02.07.2025 22:20:29 CEST → Läuft noch: N=1843200000, P=11
[INFO] Mi 02.07.2025 22:20:39 CEST → Läuft noch: N=1843200000, P=11
[INFO] Mi 02.07.2025 22:20:49 CEST → Läuft noch: N=1843200000, P=11
[INFO] Mi 02.07.2025 22:20:59 CEST → Läuft noch: N=1843200000, P=11
[INFO] Mi 02.07.2025 22:21:09 CEST → Läuft noch: N=1843200000, P=11
[INFO] Mi 02.07.2025 22:21:19 CEST → Läuft noch: N=1843200000, P=11
[INFO] Mi 02.07.2025 22:21:29 CEST → Läuft noch: N=1843200000, P=11
[INFO] Mi 02.07.2025 22:21:39 CEST → Läuft noch: N=1843200000, P=11
[INFO] Mi 02.07.2025 22:21:49 CEST → Läuft noch: N=1843200000, P=11
[INFO] Mi 02.07.2025 22:21:59 CEST → Läuft noch: N=1843200000, P=11
[INFO] Mi 02.07.2025 22:22:09 CEST → Läuft noch: N=1843200000, P=11
[INFO] Mi 02.07.2025 22:22:19 CEST → Läuft noch: N=1843200000, P=11
[22:22:20] P=11 done
[22:22:20] Messen mit P=12 ...[INFO] Mi 02.07.2025 22:22:29 CEST → Läuft noch: N=1843200000, P=12
[INFO] Mi 02.07.2025 22:22:39 CEST → Läuft noch: N=1843200000, P=12
[INFO] Mi 02.07.2025 22:22:49 CEST → Läuft noch: N=1843200000, P=12
[INFO] Mi 02.07.2025 22:22:59 CEST → Läuft noch: N=1843200000, P=12
[INFO] Mi 02.07.2025 22:23:09 CEST → Läuft noch: N=1843200000, P=12
[INFO] Mi 02.07.2025 22:23:19 CEST → Läuft noch: N=1843200000, P=12
[INFO] Mi 02.07.2025 22:23:29 CEST → Läuft noch: N=1843200000, P=12
[INFO] Mi 02.07.2025 22:23:39 CEST → Läuft noch: N=1843200000, P=12
[INFO] Mi 02.07.2025 22:23:49 CEST → Läuft noch: N=1843200000, P=12
[INFO] Mi 02.07.2025 22:23:59 CEST → Läuft noch: N=1843200000, P=12
[INFO] Mi 02.07.2025 22:24:09 CEST → Läuft noch: N=1843200000, P=12
[INFO] Mi 02.07.2025 22:24:19 CEST → Läuft noch: N=1843200000, P=12
[INFO] Mi 02.07.2025 22:24:29 CEST → Läuft noch: N=1843200000, P=12
[INFO] Mi 02.07.2025 22:24:39 CEST → Läuft noch: N=1843200000, P=12
[INFO] Mi 02.07.2025 22:24:49 CEST → Läuft noch: N=1843200000, P=12
[INFO] Mi 02.07.2025 22:24:59 CEST → Läuft noch: N=1843200000, P=12
[INFO] Mi 02.07.2025 22:25:09 CEST → Läuft noch: N=1843200000, P=12
[INFO] Mi 02.07.2025 22:25:19 CEST → Läuft noch: N=1843200000, P=12
[INFO] Mi 02.07.2025 22:25:29 CEST → Läuft noch: N=1843200000, P=12
[INFO] Mi 02.07.2025 22:25:39 CEST → Läuft noch: N=1843200000, P=12
[INFO] Mi 02.07.2025 22:25:49 CEST → Läuft noch: N=1843200000, P=12
[INFO] Mi 02.07.2025 22:25:59 CEST → Läuft noch: N=1843200000, P=12
[INFO] Mi 02.07.2025 22:26:09 CEST → Läuft noch: N=1843200000, P=12
[INFO] Mi 02.07.2025 22:26:19 CEST → Läuft noch: N=1843200000, P=12
[INFO] Mi 02.07.2025 22:26:29 CEST → Läuft noch: N=1843200000, P=12
[INFO] Mi 02.07.2025 22:26:39 CEST → Läuft noch: N=1843200000, P=12
[INFO] Mi 02.07.2025 22:26:49 CEST → Läuft noch: N=1843200000, P=12
[INFO] Mi 02.07.2025 22:26:59 CEST → Läuft noch: N=1843200000, P=12
[INFO] Mi 02.07.2025 22:27:09 CEST → Läuft noch: N=1843200000, P=12
[INFO] Mi 02.07.2025 22:27:19 CEST → Läuft noch: N=1843200000, P=12
[INFO] Mi 02.07.2025 22:27:29 CEST → Läuft noch: N=1843200000, P=12
[INFO] Mi 02.07.2025 22:27:39 CEST → Läuft noch: N=1843200000, P=12
[INFO] Mi 02.07.2025 22:27:49 CEST → Läuft noch: N=1843200000, P=12
[INFO] Mi 02.07.2025 22:27:59 CEST → Läuft noch: N=1843200000, P=12
[INFO] Mi 02.07.2025 22:28:09 CEST → Läuft noch: N=1843200000, P=12
[INFO] Mi 02.07.2025 22:28:19 CEST → Läuft noch: N=1843200000, P=12
[INFO] Mi 02.07.2025 22:28:29 CEST → Läuft noch: N=1843200000, P=12
[INFO] Mi 02.07.2025 22:28:39 CEST → Läuft noch: N=1843200000, P=12
[INFO] Mi 02.07.2025 22:28:49 CEST → Läuft noch: N=1843200000, P=12
[INFO] Mi 02.07.2025 22:28:59 CEST → Läuft noch: N=1843200000, P=12
[INFO] Mi 02.07.2025 22:29:09 CEST → Läuft noch: N=1843200000, P=12
[INFO] Mi 02.07.2025 22:29:19 CEST → Läuft noch: N=1843200000, P=12
[INFO] Mi 02.07.2025 22:29:29 CEST → Läuft noch: N=1843200000, P=12
[INFO] Mi 02.07.2025 22:29:40 CEST → Läuft noch: N=1843200000, P=12
[INFO] Mi 02.07.2025 22:29:50 CEST → Läuft noch: N=1843200000, P=12
[INFO] Mi 02.07.2025 22:30:00 CEST → Läuft noch: N=1843200000, P=12
[INFO] Mi 02.07.2025 22:30:10 CEST → Läuft noch: N=1843200000, P=12
[INFO] Mi 02.07.2025 22:30:20 CEST → Läuft noch: N=1843200000, P=12
[INFO] Mi 02.07.2025 22:30:30 CEST → Läuft noch: N=1843200000, P=12
[INFO] Mi 02.07.2025 22:30:40 CEST → Läuft noch: N=1843200000, P=12
[INFO] Mi 02.07.2025 22:30:50 CEST → Läuft noch: N=1843200000, P=12
[INFO] Mi 02.07.2025 22:31:00 CEST → Läuft noch: N=1843200000, P=12
[INFO] Mi 02.07.2025 22:31:10 CEST → Läuft noch: N=1843200000, P=12
[INFO] Mi 02.07.2025 22:31:20 CEST → Läuft noch: N=1843200000, P=12
[INFO] Mi 02.07.2025 22:31:30 CEST → Läuft noch: N=1843200000, P=12
[INFO] Mi 02.07.2025 22:31:40 CEST → Läuft noch: N=1843200000, P=12
[INFO] Mi 02.07.2025 22:31:50 CEST → Läuft noch: N=1843200000, P=12
[INFO] Mi 02.07.2025 22:32:00 CEST → Läuft noch: N=1843200000, P=12
[INFO] Mi 02.07.2025 22:32:10 CEST → Läuft noch: N=1843200000, P=12
[INFO] Mi 02.07.2025 22:32:20 CEST → Läuft noch: N=1843200000, P=12
[INFO] Mi 02.07.2025 22:32:30 CEST → Läuft noch: N=1843200000, P=12
[INFO] Mi 02.07.2025 22:32:40 CEST → Läuft noch: N=1843200000, P=12
[INFO] Mi 02.07.2025 22:32:50 CEST → Läuft noch: N=1843200000, P=12
[INFO] Mi 02.07.2025 22:33:00 CEST → Läuft noch: N=1843200000, P=12
[INFO] Mi 02.07.2025 22:33:10 CEST → Läuft noch: N=1843200000, P=12
[INFO] Mi 02.07.2025 22:33:20 CEST → Läuft noch: N=1843200000, P=12
[INFO] Mi 02.07.2025 22:33:30 CEST → Läuft noch: N=1843200000, P=12
[INFO] Mi 02.07.2025 22:33:40 CEST → Läuft noch: N=1843200000, P=12
[INFO] Mi 02.07.2025 22:33:50 CEST → Läuft noch: N=1843200000, P=12
[INFO] Mi 02.07.2025 22:34:00 CEST → Läuft noch: N=1843200000, P=12
[INFO] Mi 02.07.2025 22:34:10 CEST → Läuft noch: N=1843200000, P=12
[INFO] Mi 02.07.2025 22:34:20 CEST → Läuft noch: N=1843200000, P=12
[INFO] Mi 02.07.2025 22:34:30 CEST → Läuft noch: N=1843200000, P=12
[INFO] Mi 02.07.2025 22:34:40 CEST → Läuft noch: N=1843200000, P=12
[INFO] Mi 02.07.2025 22:34:50 CEST → Läuft noch: N=1843200000, P=12
[INFO] Mi 02.07.2025 22:35:00 CEST → Läuft noch: N=1843200000, P=12
[INFO] Mi 02.07.2025 22:35:10 CEST → Läuft noch: N=1843200000, P=12
[INFO] Mi 02.07.2025 22:35:20 CEST → Läuft noch: N=1843200000, P=12
[INFO] Mi 02.07.2025 22:35:30 CEST → Läuft noch: N=1843200000, P=12
[INFO] Mi 02.07.2025 22:35:40 CEST → Läuft noch: N=1843200000, P=12
[INFO] Mi 02.07.2025 22:35:50 CEST → Läuft noch: N=1843200000, P=12
[INFO] Mi 02.07.2025 22:36:00 CEST → Läuft noch: N=1843200000, P=12
[INFO] Mi 02.07.2025 22:36:10 CEST → Läuft noch: N=1843200000, P=12
[INFO] Mi 02.07.2025 22:36:20 CEST → Läuft noch: N=1843200000, P=12
[INFO] Mi 02.07.2025 22:36:30 CEST → Läuft noch: N=1843200000, P=12
[INFO] Mi 02.07.2025 22:36:40 CEST → Läuft noch: N=1843200000, P=12
[INFO] Mi 02.07.2025 22:36:50 CEST → Läuft noch: N=1843200000, P=12
[INFO] Mi 02.07.2025 22:37:00 CEST → Läuft noch: N=1843200000, P=12
[INFO] Mi 02.07.2025 22:37:10 CEST → Läuft noch: N=1843200000, P=12
[INFO] Mi 02.07.2025 22:37:20 CEST → Läuft noch: N=1843200000, P=12
[INFO] Mi 02.07.2025 22:37:30 CEST → Läuft noch: N=1843200000, P=12
[22:37:33] P=12 done
[22:37:33] Messen mit P=13 ...[INFO] Mi 02.07.2025 22:37:40 CEST → Läuft noch: N=1843200000, P=13
[INFO] Mi 02.07.2025 22:37:50 CEST → Läuft noch: N=1843200000, P=13
[INFO] Mi 02.07.2025 22:38:00 CEST → Läuft noch: N=1843200000, P=13
[INFO] Mi 02.07.2025 22:38:10 CEST → Läuft noch: N=1843200000, P=13
[INFO] Mi 02.07.2025 22:38:20 CEST → Läuft noch: N=1843200000, P=13
[INFO] Mi 02.07.2025 22:38:30 CEST → Läuft noch: N=1843200000, P=13
[INFO] Mi 02.07.2025 22:38:40 CEST → Läuft noch: N=1843200000, P=13
[INFO] Mi 02.07.2025 22:38:50 CEST → Läuft noch: N=1843200000, P=13
[INFO] Mi 02.07.2025 22:39:00 CEST → Läuft noch: N=1843200000, P=13
[INFO] Mi 02.07.2025 22:39:10 CEST → Läuft noch: N=1843200000, P=13
[INFO] Mi 02.07.2025 22:39:20 CEST → Läuft noch: N=1843200000, P=13
[INFO] Mi 02.07.2025 22:39:30 CEST → Läuft noch: N=1843200000, P=13
[INFO] Mi 02.07.2025 22:39:40 CEST → Läuft noch: N=1843200000, P=13
[INFO] Mi 02.07.2025 22:39:50 CEST → Läuft noch: N=1843200000, P=13
[INFO] Mi 02.07.2025 22:40:00 CEST → Läuft noch: N=1843200000, P=13
[INFO] Mi 02.07.2025 22:40:10 CEST → Läuft noch: N=1843200000, P=13
[INFO] Mi 02.07.2025 22:40:20 CEST → Läuft noch: N=1843200000, P=13
[INFO] Mi 02.07.2025 22:40:30 CEST → Läuft noch: N=1843200000, P=13
[INFO] Mi 02.07.2025 22:40:40 CEST → Läuft noch: N=1843200000, P=13
[INFO] Mi 02.07.2025 22:40:50 CEST → Läuft noch: N=1843200000, P=13
[INFO] Mi 02.07.2025 22:41:00 CEST → Läuft noch: N=1843200000, P=13
[INFO] Mi 02.07.2025 22:41:10 CEST → Läuft noch: N=1843200000, P=13
[INFO] Mi 02.07.2025 22:41:20 CEST → Läuft noch: N=1843200000, P=13
[INFO] Mi 02.07.2025 22:41:30 CEST → Läuft noch: N=1843200000, P=13
[INFO] Mi 02.07.2025 22:41:40 CEST → Läuft noch: N=1843200000, P=13
[INFO] Mi 02.07.2025 22:41:50 CEST → Läuft noch: N=1843200000, P=13
[INFO] Mi 02.07.2025 22:42:00 CEST → Läuft noch: N=1843200000, P=13
[INFO] Mi 02.07.2025 22:42:10 CEST → Läuft noch: N=1843200000, P=13
[INFO] Mi 02.07.2025 22:42:20 CEST → Läuft noch: N=1843200000, P=13
[INFO] Mi 02.07.2025 22:42:30 CEST → Läuft noch: N=1843200000, P=13
[INFO] Mi 02.07.2025 22:42:40 CEST → Läuft noch: N=1843200000, P=13
[INFO] Mi 02.07.2025 22:42:50 CEST → Läuft noch: N=1843200000, P=13
[INFO] Mi 02.07.2025 22:43:00 CEST → Läuft noch: N=1843200000, P=13
[INFO] Mi 02.07.2025 22:43:10 CEST → Läuft noch: N=1843200000, P=13
[INFO] Mi 02.07.2025 22:43:20 CEST → Läuft noch: N=1843200000, P=13
[INFO] Mi 02.07.2025 22:43:30 CEST → Läuft noch: N=1843200000, P=13
[INFO] Mi 02.07.2025 22:43:40 CEST → Läuft noch: N=1843200000, P=13
[INFO] Mi 02.07.2025 22:43:50 CEST → Läuft noch: N=1843200000, P=13
[INFO] Mi 02.07.2025 22:44:00 CEST → Läuft noch: N=1843200000, P=13
[INFO] Mi 02.07.2025 22:44:10 CEST → Läuft noch: N=1843200000, P=13
[INFO] Mi 02.07.2025 22:44:20 CEST → Läuft noch: N=1843200000, P=13
[INFO] Mi 02.07.2025 22:44:30 CEST → Läuft noch: N=1843200000, P=13
[INFO] Mi 02.07.2025 22:44:40 CEST → Läuft noch: N=1843200000, P=13
[INFO] Mi 02.07.2025 22:44:50 CEST → Läuft noch: N=1843200000, P=13
[INFO] Mi 02.07.2025 22:45:00 CEST → Läuft noch: N=1843200000, P=13
[INFO] Mi 02.07.2025 22:45:10 CEST → Läuft noch: N=1843200000, P=13
[INFO] Mi 02.07.2025 22:45:20 CEST → Läuft noch: N=1843200000, P=13
[INFO] Mi 02.07.2025 22:45:30 CEST → Läuft noch: N=1843200000, P=13
[INFO] Mi 02.07.2025 22:45:40 CEST → Läuft noch: N=1843200000, P=13
[INFO] Mi 02.07.2025 22:45:50 CEST → Läuft noch: N=1843200000, P=13
[INFO] Mi 02.07.2025 22:46:00 CEST → Läuft noch: N=1843200000, P=13
[INFO] Mi 02.07.2025 22:46:10 CEST → Läuft noch: N=1843200000, P=13
[INFO] Mi 02.07.2025 22:46:20 CEST → Läuft noch: N=1843200000, P=13
[INFO] Mi 02.07.2025 22:46:30 CEST → Läuft noch: N=1843200000, P=13
